shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_3592,34.698509,-118.792557,549,84438.37734438
p_3592,34.698078,-118.792381,550,84488.83638475
p_3592,34.697647,-118.792191,551,84539.71989323
p_3592,34.697208,-118.791954,552,84593.04214537
p_3592,34.689716,-118.78788,553,85504.1478488
p_3592,34.68935,-118.787666,554,85549.23727135
p_3592,34.688984,-118.787453,555,85594.28695433
p_3592,34.688629,-118.787201,556,85639.93938443
p_3592,34.688301,-118.786949,557,85683.03466872
p_3592,34.687943,-118.786644,558,85731.59755307
p_3592,34.681126,-118.780632,559,86667.23554038
p_3592,34.680782,-118.780334,560,86714.16194961
p_3592,34.680321,-118.779968,561,86775.32058152
p_3592,34.679836,-118.779671,562,86835.61653755
p_3592,34.679337,-118.779404,563,86896.13963062
p_3592,34.678513,-118.779015,564,86994.25534594
p_3592,34.678032,-118.778778,565,87051.86600752
p_3592,34.677509,-118.778458,566,87116.87536047
p_3592,34.677013,-118.778107,567,87180.61185925
p_3592,34.67654,-118.777718,568,87244.04888176
p_3592,34.676132,-118.777313,569,87302.58296058
p_3592,34.675724,-118.776878,570,87362.89804174
p_3592,34.675282,-118.776337,571,87432.62987924
p_3592,34.674923,-118.775833,572,87493.61858407
p_3592,34.674603,-118.775307,573,87553.48577147
p_3592,34.67429,-118.774704,574,87618.75255349
p_3592,34.674091,-118.774261,575,87664.9665527
p_3592,34.673843,-118.773636,576,87728.51143901
p_3592,34.673691,-118.773178,577,87773.74693468
p_3592,34.673553,-118.772713,578,87819.03006031
p_3592,34.673401,-118.772156,579,87872.79153268
p_3592,34.673199,-118.771385,580,87946.92142178
p_3592,34.673042,-118.770805,581,88002.85881084
p_3592,34.672867,-118.770149,582,88066.03776968
p_3592,34.672688,-118.769577,583,88122.09642018
p_3592,34.672462,-118.768974,584,88182.78251041
p_3592,34.672268,-118.768517,585,88229.87243804
p_3592,34.672089,-118.76815,586,88268.93240137
p_3592,34.671932,-118.767845,587,88301.86783201
p_3592,34.671734,-118.767494,588,88340.82091936
p_3592,34.671482,-118.767113,589,88385.55188725
p_3592,34.6712,-118.766747,590,88431.42011926
p_3592,34.67094,-118.766426,591,88472.6204945
p_3592,34.670605,-118.766037,592,88524.12013025
p_3592,34.670166,-118.765587,593,88587.93831801
p_3592,34.669716,-118.765175,594,88650.53195429
p_3592,34.669144,-118.764763,595,88724.3723255
p_3592,34.667362,-118.763733,596,88943.44247641
p_3592,34.666946,-118.763489,597,88994.7246517
p_3592,34.666374,-118.763168,598,89064.66835408
p_3592,34.66597,-118.762878,599,89116.77536918
p_3592,34.665405,-118.762436,600,89191.40655987
p_3592,34.664776,-118.76181,601,89281.74593022
p_3592,34.664295,-118.761253,602,89355.59550526
p_3592,34.663719,-118.760452,603,89452.92690546
p_3592,34.663097,-118.759468,604,89566.48788714
p_3592,34.662506,-118.75856,605,89672.43763968
p_3592,34.662075,-118.757957,606,89745.52011042
p_3592,34.661476,-118.75724,607,89838.9808952
p_3592,34.660732,-118.756554,608,89942.74046689
p_3592,34.659924,-118.755951,609,90048.04745816
p_3592,34.659138,-118.755508,610,90144.23388651
p_3592,34.658424,-118.755211,611,90227.98918209
p_3592,34.657707,-118.75499,612,90310.06837819
p_3592,34.656979,-118.75486,613,90391.70302183
p_3592,34.656456,-118.754822,614,90449.8261371501
p_3592,34.656143,-118.754814,615,90484.5563149001
p_3592,34.656006,-118.754807,616,90499.7678530201
p_3592,34.654366,-118.754845,617,90681.73340933
p_3592,34.653725,-118.754837,618,90752.84604781
p_3592,34.65324,-118.754807,619,90806.71939678
p_3592,34.652596,-118.754707,620,90878.74679658
p_3592,34.651947,-118.754539,621,90952.37192622
p_3592,34.651665,-118.75444,622,90984.94525063
p_3592,34.651237,-118.754257,623,91035.3017625501
p_3592,34.643143,-118.750725,624,91989.8054571101
p_3592,34.642715,-118.750534,625,92040.4115795501
p_3592,34.642349,-118.750359,626,92084.0686526901
p_3592,34.64185,-118.750084,627,92144.89623388
p_3592,34.641304,-118.749695,628,92215.18657643
p_3592,34.640865,-118.749321,629,92274.74755397
p_3592,34.640366,-118.74884,630,92345.5230342
p_3592,34.640072,-118.748505,631,92390.32381749
p_3592,34.639782,-118.748169,632,92434.86604163
p_3592,34.639374,-118.747635,633,92501.54220858
p_3592,34.639084,-118.7472,634,92552.78365637
p_3592,34.638786,-118.746666,635,92611.86019023
p_3592,34.636139,-118.741798,636,93146.1324304301
p_3592,34.635902,-118.741356,637,93194.44071834
p_3592,34.635651,-118.740784,638,93253.8209780301
p_3592,34.635475,-118.740318,639,93300.79848275
p_3592,34.635319,-118.739815,640,93350.05907058
p_3592,34.635197,-118.739357,641,93394.18070833
p_3592,34.635067,-118.738884,642,93439.88565643
p_3592,34.634968,-118.738464,643,93479.93154026
p_3592,34.63488,-118.737961,644,93527.07433362
p_3592,34.634815,-118.73745,645,93574.48046908
p_3592,34.63475,-118.736885,646,93626.78581444
p_3592,34.634682,-118.735794,647,93727.10579635
p_3592,34.634678,-118.734642,648,93832.73595066
p_3592,34.634647,-118.734024,649,93889.50589543
p_3592,34.634605,-118.733444,650,93942.89101633
p_3592,34.634571,-118.733086,651,93975.93278114
p_3592,34.634521,-118.732773,652,94005.16351636
p_3592,34.634403,-118.732323,653,94048.45169725
p_3592,34.63422,-118.731812,654,94099.51540573
p_3592,34.633926,-118.73114,655,94169.2321575
p_3592,34.633617,-118.730484,656,94238.46450995
p_3592,34.633434,-118.730141,657,94275.89817877
p_3592,34.633259,-118.72982,658,94311.15748703
p_3592,34.632832,-118.729233,659,94382.85722729
p_3592,34.632492,-118.728851,660,94434.33067617
p_3592,34.632172,-118.728485,661,94483.18204551
p_3592,34.631966,-118.728249,662,94514.65458113
p_3592,34.631721,-118.727989,663,94550.8079722
p_3592,34.631424,-118.727661,664,94595.41851234
p_3592,34.631069,-118.727325,665,94645.41998094
p_3592,34.630466,-118.726753,666,94730.42422376
p_3592,34.629841,-118.726204,667,94816.10640376
p_3592,34.629425,-118.725845,668,94872.79299737
p_3592,34.629051,-118.725471,669,94926.62150592
p_3592,34.628674,-118.72506,670,94982.91957603
p_3592,34.628311,-118.72467,671,95036.77632499
p_3592,34.627937,-118.724197,672,95096.79830609
p_3592,34.627518,-118.723442,673,95180.18746085
p_3592,34.627159,-118.722778,674,95252.9439265
p_3592,34.626709,-118.722176,675,95327.37159543
p_3592,34.625832,-118.721008,676,95472.06803903
p_3592,34.625156,-118.72023,677,95575.57497047
p_3592,34.624596,-118.719749,678,95651.7646132
p_3592,34.624077,-118.719337,679,95720.62896614
p_3592,34.623756,-118.719101,680,95762.29949815
p_3592,34.623428,-118.718895,681,95803.29744967
p_3592,34.622761,-118.718483,682,95886.37835985
p_3592,34.620911,-118.717407,683,96114.09563672
p_3592,34.619034,-118.71637,684,96343.00797779
p_3592,34.61697,-118.715202,685,96595.7926075
p_3592,34.613968,-118.713585,686,96960.34294178
p_3592,34.613232,-118.713211,687,97048.90273101
p_3592,34.612598,-118.712982,688,97122.30363197
p_3592,34.612064,-118.712822,689,97183.33267272
p_3592,34.611675,-118.712738,690,97227.16813287
p_3592,34.611206,-118.712662,691,97279.66080356
p_3592,34.610764,-118.712624,692,97328.81710993
p_3592,34.609348,-118.712593,693,97485.92460941
p_3592,34.606834,-118.712524,694,97764.88301912
p_3592,34.606068,-118.712494,695,97849.90253496
p_3592,34.605404,-118.712456,696,97923.64471445
p_3592,34.604641,-118.712334,697,98009.02339749
p_3592,34.603706,-118.712112,698,98114.72604163
p_3592,34.602871,-118.711853,699,98210.35342447
p_3592,34.602345,-118.7117,700,98270.36835081
p_3592,34.601704,-118.711555,701,98342.70981768
p_3592,34.60104,-118.711479,702,98416.69868592
p_3592,34.600075,-118.711479,703,98523.74930063
p_3592,34.599632,-118.711533,704,98573.14174909
p_3592,34.599247,-118.711594,705,98616.21604783
p_3592,34.596577,-118.71212,706,98916.31224182
p_3592,34.596169,-118.712173,707,98961.83337307
p_3592,34.59573,-118.712219,708,99010.71552512
p_3592,34.595352,-118.712242,709,99052.70131819
p_3592,34.594933,-118.712219,710,99099.23018417
p_3592,34.592091,-118.712029,711,99414.98365105
p_3592,34.589691,-118.711853,712,99681.71225088
p_3592,34.589035,-118.711777,713,99754.81760159
p_3592,34.588268,-118.711624,714,99841.05330328
p_3592,34.587746,-118.711472,715,99900.61578738
p_3592,34.587025,-118.711197,716,99984.48335612
p_3592,34.586304,-118.7108,717,100072.36877776
p_3592,34.585796,-118.710457,718,100136.91372253
p_3592,34.585308,-118.710091,719,100200.61760468
p_3592,34.584625,-118.709473,720,100295.25112474
p_3592,34.583981,-118.708717,721,100394.82396406
p_3592,34.583721,-118.708359,722,100438.5359523
p_3592,34.58268,-118.706909,723,100614.70168207
p_3592,34.580849,-118.704346,724,100925.43511455
p_3592,34.580463,-118.70385,725,100987.92194972
p_3592,34.580082,-118.703392,726,101047.52266652
p_3592,34.579655,-118.702957,727,101109.46415886
p_3592,34.578995,-118.702393,728,101199.12162675
p_3592,34.578236,-118.701775,729,101300.63335421
p_3592,34.577656,-118.701263,730,101380.29971814
p_3592,34.577141,-118.700844,731,101449.16139314
p_3592,34.576584,-118.70034,732,101526.34000565
p_3592,34.57605,-118.69976,733,101605.97276381
p_3592,34.575577,-118.699104,734,101685.82487131
p_3592,34.575127,-118.698433,735,101765.08861325
p_3592,34.574806,-118.69783,736,101830.88700437
p_3592,34.574562,-118.697304,737,101886.2235874
p_3592,34.574333,-118.69677,738,101941.41631244
p_3592,34.572712,-118.692299,739,102389.3512821
p_3592,34.572594,-118.691986,740,102420.91459957
p_3592,34.572323,-118.691391,741,102483.24159276
p_3592,34.572033,-118.690819,742,102544.8032879
p_3592,34.571709,-118.690292,743,102605.05565842
p_3592,34.571224,-118.689606,744,102687.86386697
p_3592,34.570766,-118.689049,745,102759.93156401
p_3592,34.570309,-118.688538,746,102828.98839089
p_3592,34.56979,-118.688118,747,102898.27147126
p_3592,34.569393,-118.687851,748,102948.66829776
p_3592,34.568623,-118.687332,749,103046.46639344
p_3592,34.568184,-118.687096,750,103099.76406146
p_3592,34.567772,-118.68689,751,103149.2234245
p_3592,34.566177,-118.686066,752,103341.64127997
p_3592,34.565655,-118.685829,753,103403.49771339
p_3592,34.565132,-118.685516,754,103468.23640519
p_3592,34.564682,-118.685242,755,103524.13119492
p_3592,34.564243,-118.684914,756,103581.38206532
p_3592,34.563766,-118.684456,757,103648.95830553
p_3592,34.56337,-118.684013,758,103708.8127024
p_3592,34.562843,-118.683388,759,103790.71224837
p_3592,34.562267,-118.682549,760,103890.76850485
p_3592,34.561554,-118.68148,761,104016.78621034
p_3592,34.560799,-118.680458,762,104142.53062013
p_3592,34.560509,-118.680038,763,104192.73661059
p_3592,34.559841,-118.679108,764,104305.76681914
p_3592,34.557983,-118.676491,765,104622.25843206
p_3592,34.55759,-118.675995,766,104685.28882067
p_3592,34.557209,-118.675514,767,104746.40437718
p_3592,34.556824,-118.675064,768,104805.81595547
p_3592,34.554863,-118.672798,769,105106.77237804
p_3592,34.554558,-118.672424,770,105154.97009478
p_3592,34.554268,-118.672028,771,105203.50763856
p_3592,34.553989,-118.671608,772,105252.94292982
p_3592,34.553722,-118.671173,773,105302.65472969
p_3592,34.551765,-118.667664,774,105691.05523298
p_3592,34.54987,-118.664085,775,106081.05594718
p_3592,34.549198,-118.662865,776,106215.57867032
p_3592,34.548504,-118.661659,777,106350.41282137
p_3592,34.547131,-118.659225,778,106620.8028089
p_3592,34.545788,-118.656792,779,106889.25887663
p_3592,34.544487,-118.654442,780,107148.79471025
p_3592,34.544125,-118.653862,781,107215.48064017
p_3592,34.543739,-118.653297,782,107282.73570059
p_3592,34.54335,-118.652809,783,107344.93462531
p_3592,34.542973,-118.65239,784,107401.75267519
p_3592,34.542553,-118.651978,785,107461.7612441
p_3592,34.53936,-118.649101,786,107903.58480963
p_3592,34.53619,-118.646202,787,108344.58720139
p_3592,34.535759,-118.645828,788,108403.44927704
p_3592,34.535263,-118.645477,789,108467.21230011
p_3592,34.534779,-118.645157,790,108528.41455584
p_3592,34.534294,-118.644936,791,108585.91477306
p_3592,34.533813,-118.644722,792,108642.77483615
p_3592,34.533348,-118.644569,793,108696.23636188
p_3592,34.532894,-118.644447,794,108747.82985012
p_3592,34.53244,-118.644348,795,108799.00649992
p_3592,34.527451,-118.643341,796,109360.11476316
p_3592,34.526855,-118.643143,797,109428.68375072
p_3592,34.526318,-118.642944,798,109490.99301201
p_3592,34.525776,-118.642685,799,109555.64961354
p_3592,34.525257,-118.642372,800,109619.99672407
p_3592,34.524521,-118.641876,801,109713.48393329
p_3592,34.507412,-118.62912,802,111943.74327959
p_3592,34.50668,-118.628624,803,112036.84775814
p_3592,34.506229,-118.628365,804,112092.24385503
p_3592,34.505772,-118.628143,805,112146.88529189
p_3592,34.505333,-118.62796,806,112198.40243513
p_3592,34.504894,-118.627815,807,112248.88909549
p_3592,34.504463,-118.627701,808,112297.83337278
p_3592,34.504032,-118.627617,809,112346.26318538
p_3592,34.503513,-118.627556,810,112404.10854204
p_3592,34.502991,-118.62751,811,112462.16868044
p_3592,34.50209,-118.627434,812,112562.36136096
p_3592,34.501686,-118.627373,813,112607.5264597
p_3592,34.501286,-118.627281,814,112652.69630092
p_3592,34.500858,-118.627159,815,112701.47909582
p_3592,34.500404,-118.626999,816,112753.94186402
p_3592,34.49995,-118.626816,817,112807.03502882
p_3592,34.499485,-118.626587,818,112862.74085732
p_3592,34.499065,-118.62635,819,112914.16566122
p_3592,34.498718,-118.626129,820,112957.68222395
p_3592,34.498367,-118.625877,821,113002.97828137
p_3592,34.49604,-118.62413,822,113306.91748333
p_3592,34.495598,-118.623795,823,113364.80331801
p_3592,34.495342,-118.623604,824,113398.18304389
p_3592,34.49173,-118.620918,825,113868.72437009
p_3592,34.48901,-118.618881,826,114223.75829069
p_3592,34.486988,-118.617371,827,114487.47976317
p_3592,34.486324,-118.616875,828,114574.08952956
p_3592,34.485886,-118.616554,829,114630.92417291
p_3592,34.48542,-118.616257,830,114689.37520997
p_3592,34.48494,-118.615967,831,114748.91375884
p_3592,34.484447,-118.615707,832,114808.59022176
p_3592,34.483917,-118.615463,833,114871.51103257
p_3592,34.483387,-118.61525,834,114933.47468978
p_3592,34.482845,-118.615067,835,114995.90510408
p_3592,34.482292,-118.614906,836,115059.00758054
p_3592,34.481735,-118.614784,837,115121.80431335
p_3592,34.481167,-118.614685,838,115185.46609029
p_3592,34.480587,-118.614616,839,115250.11758659
p_3592,34.480011,-118.614586,840,115314.07329715
p_3592,34.47942,-118.614586,841,115379.63356558
p_3592,34.478821,-118.614616,842,115446.13840112
p_3592,34.478237,-118.614677,843,115511.16404156
p_3592,34.477657,-118.614784,844,115576.25056088
p_3592,34.469479,-118.616623,845,116499.04147286
p_3592,34.46909,-118.616707,846,116542.87825206
p_3592,34.468704,-118.616776,847,116586.16429048
p_3592,34.4683,-118.616806,848,116631.06504021
p_3592,34.467896,-118.616829,849,116675.93090161
p_3592,34.467503,-118.616821,850,116719.53292573
p_3592,34.467106,-118.616798,851,116763.6231432
p_3592,34.466713,-118.616745,852,116807.49006976
p_3592,34.46632,-118.616669,853,116851.64154352
p_3592,34.465935,-118.616577,854,116895.17834374
p_3592,34.465542,-118.616463,855,116940.01471908
p_3592,34.465153,-118.616318,856,116985.17650116
p_3592,34.464279,-118.615959,857,117087.58723942
p_3592,34.463902,-118.615807,858,117131.67837444
p_3592,34.463531,-118.615685,859,117174.33291316
p_3592,34.463127,-118.615562,860,117220.55190931
p_3592,34.462742,-118.615479,861,117263.93578054
p_3592,34.462345,-118.615425,862,117308.25390448
p_3592,34.461956,-118.615379,863,117351.61246191
p_3592,34.461563,-118.615364,864,117395.23002822
p_3592,34.461182,-118.615372,865,117437.50103425
p_3592,34.460793,-118.61541,866,117480.79411649
p_3592,34.460407,-118.615448,867,117523.75549754
p_3592,34.459999,-118.615524,868,117569.55078265
p_3592,34.457649,-118.61599,869,117833.73104078
p_3592,34.45726,-118.616058,870,117877.33309413
p_3592,34.456867,-118.616112,871,117921.21031038
p_3592,34.45647,-118.616142,872,117965.33597316
p_3592,34.456093,-118.616158,873,118007.18266426
p_3592,34.455669,-118.616158,874,118054.21725855
p_3592,34.455273,-118.616135,875,118098.19660221
p_3592,34.45488,-118.616089,876,118141.99677494
p_3592,34.454475,-118.616028,877,118187.27199626
p_3592,34.454086,-118.615952,878,118230.98546464
p_3592,34.453705,-118.615845,879,118274.37863327
p_3592,34.453323,-118.61573,880,118318.05189001
p_3592,34.452934,-118.615585,881,118363.21416212
p_3592,34.452564,-118.615433,882,118406.56999768
p_3592,34.452198,-118.615257,883,118450.27325648
p_3592,34.451797,-118.615051,884,118498.61673313
p_3592,34.451492,-118.614868,885,118536.39926135
p_3592,34.451191,-118.61467,886,118574.42494017
p_3592,34.450893,-118.614464,887,118612.51869021
p_3592,34.450562,-118.614212,888,118655.92919877
p_3592,34.44735,-118.611732,889,119078.88930785
p_3592,34.447033,-118.611481,890,119120.94441201
p_3592,34.446705,-118.611198,891,119165.6686418
p_3592,34.446388,-118.610893,892,119210.63755053
p_3592,34.446095,-118.610596,893,119253.08023803
p_3592,34.445801,-118.61026,894,119297.99241249
p_3592,34.44553,-118.609909,895,119342.08583605
p_3592,34.445278,-118.609558,896,119384.77021255
p_3592,34.445038,-118.609184,897,119428.24596179
p_3592,34.444813,-118.608788,898,119472.37515427
p_3592,34.444595,-118.608398,899,119515.61174787
p_3592,34.442299,-118.603973,900,119995.45290234
p_3592,34.441113,-118.601692,901,120242.94999468
p_3592,34.439503,-118.598625,902,120576.6415649
p_3592,34.439247,-118.59819,903,120625.68032095
p_3592,34.439007,-118.597809,904,120669.6683955
p_3592,34.438751,-118.597435,905,120714.25508464
p_3592,34.438499,-118.597084,906,120756.94140982
p_3592,34.438187,-118.59668,907,120807.70118953
p_3592,34.437862,-118.596283,908,120858.99548797
p_3592,34.435421,-118.593407,909,121237.40450997
p_3592,34.432816,-118.590332,910,121641.61391227
p_3592,34.431202,-118.588432,911,121891.72202676
p_3592,34.430885,-118.588066,912,121940.3871155
p_3592,34.43066,-118.587822,913,121973.94240404
p_3592,34.430435,-118.587616,914,122005.271138
p_3592,34.430218,-118.58741,915,122035.89758322
p_3592,34.43,-118.587227,916,122065.35507385
p_3592,34.429779,-118.587044,917,122095.08639639
p_3592,34.429562,-118.586884,918,122123.29528875
p_3592,34.429352,-118.586739,919,122150.13384929
p_3592,34.429142,-118.586601,920,122176.65878203
p_3592,34.428909,-118.586472,921,122205.09557103
p_3592,34.428677,-118.586342,922,122233.47017074
p_3592,34.42828,-118.586128,923,122281.70280271
p_3592,34.426937,-118.585434,924,122443.76516957
p_3592,34.425064,-118.584442,925,122670.66617985
p_3592,34.423534,-118.583641,926,122855.6724374
p_3592,34.422764,-118.583244,927,122948.55796671
p_3592,34.419899,-118.581734,928,123295.3631878
p_3592,34.416809,-118.580109,929,123669.27455001
p_3592,34.416363,-118.579887,930,123722.79341057
p_3592,34.41592,-118.579674,931,123775.69299823
p_3592,34.415489,-118.579483,932,123826.62622022
p_3592,34.415073,-118.5793,933,123875.74411838
p_3592,34.41465,-118.579132,934,123925.14393626
p_3592,34.41423,-118.578964,935,123974.22777917
p_3592,34.412476,-118.5783,936,124178.15016078
p_3592,34.412182,-118.578178,937,124212.63835295
p_3592,34.4118,-118.578018,938,124257.49408433
p_3592,34.411419,-118.57785,939,124302.49217728
p_3592,34.410175,-118.577301,940,124449.42990061
p_3592,34.407902,-118.576271,941,124718.76979982
p_3592,34.407295,-118.576004,942,124790.43943315
p_3592,34.404285,-118.57473,943,125144.2882169
p_3592,34.402431,-118.573914,944,125363.20990916
p_3592,34.401253,-118.573387,945,125502.57995332
p_3592,34.400852,-118.573212,946,125549.88362809
p_3592,34.40044,-118.573044,947,125598.12663278
p_3592,34.400124,-118.572929,948,125634.74055444
p_3592,34.399628,-118.572777,949,125691.50902493
p_3592,34.398968,-118.572601,950,125766.4898303
p_3592,34.397518,-118.57225,951,125930.54386283
p_3592,34.396397,-118.571976,952,126057.4226452
p_3592,34.39473,-118.571579,953,126245.91116847
p_3592,34.393803,-118.571358,954,126350.73170851
p_3592,34.393326,-118.571243,955,126404.69147403
p_3592,34.391487,-118.570808,956,126612.5757253
p_3592,34.391186,-118.570732,957,126646.68908532
p_3592,34.389267,-118.570267,958,126863.81514091
p_3592,34.38855,-118.570053,959,126945.750074
p_3592,34.38784,-118.569809,960,127027.6440342
p_3592,34.386433,-118.569244,961,127192.14332892
p_3592,34.385746,-118.568954,962,127272.88371189
p_3592,34.383705,-118.56813,963,127511.63604456
p_3592,34.381294,-118.567154,964,127793.74757953
p_3592,34.380264,-118.566673,965,127916.2697558
p_3592,34.379272,-118.566101,966,128038.2401701
p_3592,34.377022,-118.564667,967,128320.53521202
p_3592,34.375904,-118.563957,968,128460.69612472
p_3592,34.374775,-118.56324,969,128602.23708357
p_3592,34.372913,-118.562042,970,128836.34117296
p_3592,34.372715,-118.56192,971,128861.00566664
p_3592,34.371132,-118.560898,972,129060.18485541
p_3592,34.369541,-118.559898,973,129259.20434444
p_3592,34.36834,-118.558998,974,129416.05616044
p_3592,34.365665,-118.5569,975,129770.02686024
p_3592,34.36525,-118.556618,976,129822.86790048
p_3592,34.365025,-118.556465,977,129851.52158033
p_3592,34.364433,-118.556145,978,129923.48707742
p_3592,34.36385,-118.555885,979,129992.43953374
p_3592,34.362499,-118.55542,980,130148.28961574
p_3592,34.3619,-118.555222,981,130217.18726194
p_3592,34.360306,-118.554726,982,130399.80018846
p_3592,34.359531,-118.554451,983,130489.41503579
p_3592,34.35881,-118.554092,984,130575.94518669
p_3592,34.358124,-118.553665,985,130661.58307102
p_3592,34.357578,-118.553253,986,130733.03204748
p_3592,34.357048,-118.552811,987,130804.51601117
p_3592,34.356659,-118.552414,988,130861.0486802
p_3592,34.35627,-118.551987,989,130919.4025287
p_3592,34.355518,-118.55114,990,131033.55370857
p_3592,34.35284,-118.548172,991,131437.04834049
p_3592,34.352325,-118.547508,992,131520.68742799
p_3592,34.351967,-118.546928,993,131587.20422604
p_3592,34.351669,-118.546379,994,131647.56918819
p_3592,34.351406,-118.545815,995,131707.09772996
p_3592,34.350742,-118.544067,996,131883.98405667
p_3592,34.349854,-118.541756,997,132118.31461218
p_3592,34.347279,-118.535103,998,132793.79568158
p_3592,34.346977,-118.534462,999,132861.6228831
p_3592,34.3466,-118.533798,1000,132935.6585989
p_3592,34.346153,-118.533142,1001,133013.77191348
p_3592,34.345703,-118.532585,1002,133085.31375409
p_3592,34.345211,-118.532074,1003,133157.34988091
p_3592,34.344501,-118.531441,1004,133255.30489302
p_3592,34.343872,-118.53083,1005,133344.90922389
p_3592,34.343285,-118.530151,1006,133435.14876236
p_3592,34.342884,-118.529594,1007,133503.01110352
p_3592,34.342514,-118.528992,1008,133571.95145511
p_3592,34.342232,-118.52845,1009,133630.82121446
p_3592,34.341991,-118.527916,1010,133686.75802025
p_3592,34.341785,-118.527405,1011,133739.03550214
p_3592,34.341614,-118.526909,1012,133788.45911044
p_3592,34.341476,-118.526443,1013,133833.9880343
p_3592,34.341358,-118.525986,1014,133878.02841341
p_3592,34.341274,-118.525581,1015,133916.44123143
p_3592,34.341202,-118.525169,1016,133955.18309495
p_3592,34.341141,-118.52475,1017,133994.32618747
p_3592,34.340775,-118.522072,1018,134244.06205955
p_3592,34.340721,-118.521713,1019,134277.63390673
p_3592,34.340652,-118.521339,1020,134312.88818571
p_3592,34.340561,-118.52092,1021,134352.74183141
p_3592,34.34045,-118.520508,1022,134392.60131929
p_3592,34.340328,-118.520096,1023,134432.85452816
p_3592,34.340206,-118.51973,1024,134469.14940296
p_3592,34.34005,-118.519333,1025,134509.57085649
p_3592,34.339882,-118.518967,1026,134548.06081112
p_3592,34.339699,-118.518578,1027,134589.21046684
p_3592,34.337715,-118.514496,1028,135024.54946168
p_3592,34.337311,-118.51368,1029,135111.99304605
p_3592,34.337173,-118.513405,1030,135141.56804769
p_3592,34.337025,-118.513138,1031,135171.11734698
p_3592,34.336861,-118.512856,1032,135202.80834682
p_3592,34.336689,-118.51255,1033,135236.82144145
p_3592,34.336502,-118.51226,1034,135270.62101806
p_3592,34.336243,-118.511856,1035,135317.60476465
p_3592,34.335972,-118.511452,1036,135365.41419536
p_3592,34.335087,-118.510155,1037,135519.95246814
p_3592,34.334908,-118.509911,1038,135549.925893
p_3592,34.334728,-118.509682,1039,135578.95599287
p_3592,34.334553,-118.509445,1040,135608.15316933
p_3592,34.334373,-118.509224,1041,135636.65344996
p_3592,34.334187,-118.508995,1042,135666.1453868
p_3592,34.334003,-118.508781,1043,135694.5073484
p_3592,34.333817,-118.508568,1044,135722.96595859
p_3592,34.333595,-118.508347,1045,135754.90391262
p_3592,34.333378,-118.508141,1046,135785.54354723
p_3592,34.333153,-118.507957,1047,135815.70384214
p_3592,34.332939,-118.50779,1048,135843.98270095
p_3592,34.33271,-118.507637,1049,135873.02620133
p_3592,34.332466,-118.5075,1050,135902.88483481
p_3592,34.332241,-118.507378,1051,135930.25249067
p_3592,34.332024,-118.507263,1052,135956.54753452
p_3592,34.331745,-118.507133,1053,135989.72822231
p_3592,34.331505,-118.507027,1054,136018.08180774
p_3592,34.330685,-118.50666,1055,136115.11054357
p_3592,34.329922,-118.50631,1056,136205.67029116
p_3592,34.32869,-118.50573,1057,136352.38743375
p_3592,34.328072,-118.505432,1058,136426.22307468
p_3592,34.327488,-118.505157,1059,136495.77313696
p_3592,34.326931,-118.504868,1060,136563.04133227
p_3592,34.326466,-118.504578,1061,136621.11842126
p_3592,34.326157,-118.504356,1062,136661.02223174
p_3592,34.325832,-118.504097,1063,136704.24113025
p_3592,34.325459,-118.503769,1064,136755.45825549
p_3592,34.324955,-118.503227,1065,136830.38351731
p_3592,34.324604,-118.5028,1066,136885.70344686
p_3592,34.324219,-118.502243,1067,136952.42451446
p_3592,34.323627,-118.501251,1068,137064.88568476
p_3592,34.322144,-118.498581,1069,137360.59791955
p_3592,34.32066,-118.495918,1070,137655.84042012
p_3592,34.320362,-118.495384,1071,137715.07054314
p_3592,34.319977,-118.494728,1072,137789.02452218
p_3592,34.319672,-118.494255,1073,137844.15934373
p_3592,34.319344,-118.493797,1074,137899.84341669
p_3592,34.319035,-118.493385,1075,137950.95890781
p_3592,34.318653,-118.49292,1076,138011.18557003
p_3592,34.318169,-118.492371,1077,138084.91300781
p_3592,34.317669,-118.491852,1078,138158.11189784
p_3592,34.317116,-118.491341,1079,138235.41024426
p_3592,34.316547,-118.49086,1080,138312.50663542
p_3592,34.315498,-118.490089,1081,138448.80170677
p_3592,34.31464,-118.489456,1082,138560.39507354
p_3592,34.31366,-118.488739,1083,138687.56859492
p_3592,34.310989,-118.486809,1084,139033.03300317
p_3592,34.310173,-118.486191,1085,139139.94088863
p_3592,34.309372,-118.485565,1086,139245.84282151
p_3592,34.307671,-118.483955,1087,139485.7729505
p_3592,34.305496,-118.481888,1088,139793.04037032
p_3592,34.304943,-118.481361,1089,139871.24772459
p_3592,34.303398,-118.479889,1090,140089.72795122
p_3592,34.303093,-118.479607,1091,140132.37265997
p_3592,34.302002,-118.478569,1092,140286.57052449
p_3592,34.300655,-118.477249,1093,140479.16420491
p_3592,34.30027,-118.476868,1094,140534.42816072
p_3592,34.296864,-118.473488,1095,141023.88799833
p_3592,34.296432,-118.473061,1096,141085.86968155
p_3592,34.293419,-118.470062,1097,141519.38801878
p_3592,34.292969,-118.469803,1098,141574.70839127
p_3592,34.291828,-118.468788,1099,141732.03644796
p_3592,34.291401,-118.468483,1100,141787.10072648
p_3592,34.290955,-118.468208,1101,141842.67672985
