shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
p_3592,34.290493,-118.468002,1102,141897.32224656
p_3592,34.290012,-118.467827,1103,141953.05809322
p_3592,34.289597,-118.467735,1104,141999.86585258
p_3592,34.289165,-118.467674,1105,142048.11457699
p_3592,34.288639,-118.467659,1106,142106.47884468
p_3592,34.288105,-118.467705,1107,142165.86540293
p_3592,34.286678,-118.46801,1108,142326.63072946
p_3592,34.286041,-118.468155,1109,142398.54177084
p_3592,34.285313,-118.468323,1110,142480.76516479
p_3592,34.283489,-118.468727,1111,142686.48804184
p_3592,34.281635,-118.469162,1112,142896.01172571
p_3592,34.280075,-118.469574,1113,143073.16819389
p_3592,34.279312,-118.469795,1114,143160.21788148
p_3592,34.278873,-118.469917,1115,143210.19401112
p_3592,34.277187,-118.470482,1116,143404.31927366
p_3592,34.275761,-118.471008,1117,143569.75135787
p_3592,34.273674,-118.471756,1118,143811.28661591
p_3592,34.273167,-118.471909,1119,143869.26477798
p_3592,34.272476,-118.472084,1120,143947.59134085
p_3592,34.27203,-118.47216,1121,143997.55750926
p_3592,34.271591,-118.472198,1122,144046.38016874
p_3592,34.271202,-118.472229,1123,144089.62521867
p_3592,34.269634,-118.472252,1124,144263.57208952
p_3592,34.2663,-118.472298,1125,144633.42775422
p_3592,34.265774,-118.472275,1126,144691.81389763
p_3592,34.265625,-118.472275,1127,144708.34204957
p_3592,34.265511,-118.472282,1128,144721.00417143
p_3592,34.264801,-118.47229,1129,144799.76591848
p_3592,34.264385,-118.472298,1130,144845.9175044
p_3592,34.263554,-118.47229,1131,144938.1009212
p_3592,34.259876,-118.472321,1132,145346.10086586
p_3592,34.258011,-118.472374,1133,145553.03743809
p_3592,34.257542,-118.472374,1134,145605.06222482
p_3592,34.25713,-118.472366,1135,145650.77010596
p_3592,34.255993,-118.472412,1136,145776.9652821
p_3592,34.252876,-118.472427,1137,146122.7274704
p_3592,34.250278,-118.472404,1138,146410.92344292
p_3592,34.249866,-118.472397,1139,146456.62987858
p_3592,34.249363,-118.472412,1140,146512.44321586
p_3592,34.248974,-118.472427,1141,146555.6158939
p_3592,34.248619,-118.472466,1142,146595.15846625
p_3592,34.247711,-118.472641,1143,146697.16190426
p_3592,34.247128,-118.472771,1144,146762.93164174
p_3592,34.246475,-118.472916,1145,146836.58807851
p_3592,34.245872,-118.473015,1146,146904.09578523
p_3592,34.243034,-118.473106,1147,147219.01766018
p_3592,34.242622,-118.473114,1148,147264.72543503
p_3592,34.239555,-118.473129,1149,147604.94057779
p_3592,34.239033,-118.473122,1150,147662.8479142
p_3592,34.235794,-118.473167,1151,148022.16335261
p_3592,34.235352,-118.473167,1152,148071.19293109
p_3592,34.23106,-118.473213,1153,148547.30878329
p_3592,34.228439,-118.473198,1154,148838.05053621
p_3592,34.228134,-118.473206,1155,148871.89115205
p_3592,34.225361,-118.473259,1156,149179.52906463
p_3592,34.221653,-118.473267,1157,149590.84492572
p_3592,34.221127,-118.473267,1158,149649.19220746
p_3592,34.217579,-118.473312,1159,150042.78075583
p_3592,34.216793,-118.473328,1160,150129.9813047
p_3592,34.216305,-118.473343,1161,150184.13098551
p_3592,34.208569,-118.473389,1162,151042.26676284
p_3592,34.208225,-118.473389,1163,151080.42536041
p_3592,34.205883,-118.473412,1164,151340.2230075
p_3592,34.205463,-118.473419,1165,151386.81643862
p_3592,34.20446,-118.473595,1166,151499.25150129
p_3592,34.203506,-118.473717,1167,151605.67064491
p_3592,34.203236,-118.47374,1168,151635.69560421
p_3592,34.203045,-118.473801,1169,151657.61570705
p_3592,34.202927,-118.473892,1170,151673.16145594
p_3592,34.202854,-118.473999,1171,151685.92164695
p_3592,34.202789,-118.474129,1172,151699.90524108
p_3592,34.202747,-118.474304,1173,151716.69345673
p_3592,34.202732,-118.474777,1174,151760.31911442
p_3592,34.20274,-118.474922,1175,151773.71243139
p_3592,34.203903,-118.474922,1176,151902.71944357
p_3592,34.204811,-118.47493,1177,152003.44302512
p_3592,34.205853,-118.47493,1178,152119.02802154
p_3592,34.206623,-118.474937,1179,152204.44356763
p_3592,34.208107,-118.474945,1180,152369.05960605
p_3592,34.208439,-118.474953,1181,152405.89446817
p_3592,34.208439,-118.475464,1182,152452.98747356
p_3592,34.208443,-118.477112,1183,152604.86536445
p_3592,34.208443,-118.483681,1184,153210.25467508
p_3592,34.2094,-118.483681,1185,153316.41101521
p_3592,34.2094,-118.483147,1186,153365.62310807
p_3592,34.209412,-118.483009,1187,153378.41031048
p_3592,34.209496,-118.482948,1188,153389.29257989
p_3592,34.209675,-118.482948,1189,153409.14836562
p_3592,34.210266,-118.482941,1190,153474.70891438
p_3592,34.210308,-118.482941,1191,153479.36781436
p_3592,34.210304,-118.483154,1192,153499.00216111
p_3592,34.210304,-118.483681,1193,153547.56863306
p_3592,34.207886,-118.483681,1194,153815.7881082
p_3592,34.207527,-118.483688,1195,153855.61581863
p_3592,34.20734,-118.483688,1196,153876.35900649
p_3592,34.206814,-118.483681,1197,153934.70971813
p_3592,34.206429,-118.483681,1198,153977.4162757
p_3592,34.205719,-118.483665,1199,154056.18761944
p_3592,34.205532,-118.483673,1200,154076.94390015
p_3592,34.205009,-118.483673,1201,154134.95824998
p_3592,34.204811,-118.483681,1202,154156.9339882
p_3592,34.204624,-118.483673,1203,154177.69026612
p_3592,34.204102,-118.483673,1204,154235.59368127
p_3592,34.203896,-118.483665,1205,154258.45634488
p_3592,34.203209,-118.483665,1206,154334.66255358
p_3592,34.202991,-118.483658,1207,154358.85303909
p_3592,34.201736,-118.483658,1208,154498.06522736
p_3592,34.201229,-118.483665,1209,154554.30842525
p_3592,34.201107,-118.483665,1210,154567.84140027
p_3592,34.201115,-118.483063,1211,154623.33272854
p_3592,34.201111,-118.48262,1212,154664.16489731
p_3592,34.201115,-118.48143,1213,154773.84392559
p_3592,34.201118,-118.479919,1214,154913.10789357
p_3592,34.201118,-118.479301,1215,154970.06678502
p_3592,34.201122,-118.478027,1216,155087.48773012
p_3592,34.201122,-118.477852,1217,155103.61686529
p_3592,34.201126,-118.477478,1218,155138.08998606
p_3592,34.20113,-118.475807,1219,155292.10081351
p_3592,34.20113,-118.473999,1220,155458.73780565
p_3592,34.199966,-118.474098,1221,155588.17769201
p_3592,34.198879,-118.474174,1222,155708.95754399
p_3592,34.197884,-118.474258,1223,155819.60010307
p_3592,34.197487,-118.474304,1224,155863.8413392
p_3592,34.196991,-118.474373,1225,155919.2269618
p_3592,34.196491,-118.474411,1226,155974.8004164
p_3592,34.194122,-118.474388,1227,156237.59246876
p_3592,34.193703,-118.47438,1228,156284.07626727
p_3592,34.192326,-118.47438,1229,156436.82120003
p_3592,34.18721,-118.474281,1230,157004.39105526
p_3592,34.186882,-118.474258,1231,157040.83642971
p_3592,34.186615,-118.474236,1232,157070.52296027
p_3592,34.186405,-118.474205,1233,157093.99199727
p_3592,34.185867,-118.474098,1234,157154.47968215
p_3592,34.185547,-118.474014,1235,157190.81070307
p_3592,34.185246,-118.473915,1236,157225.42412343
p_3592,34.184952,-118.473793,1237,157259.92101786
p_3592,34.184483,-118.473572,1238,157315.79196102
p_3592,34.183914,-118.473221,1239,157386.71932506
p_3592,34.182384,-118.472122,1240,157584.3751956
p_3592,34.178837,-118.469452,1241,158048.47907361
p_3592,34.178398,-118.46917,1242,158103.68072629
p_3592,34.177856,-118.468834,1243,158171.31319092
p_3592,34.176956,-118.468399,1244,158278.9000731
p_3592,34.176617,-118.468277,1245,158318.14992541
p_3592,34.175552,-118.467949,1246,158440.09450787
p_3592,34.175049,-118.46788,1247,158496.25153482
p_3592,34.17437,-118.467804,1248,158571.89519937
p_3592,34.171196,-118.467743,1249,158924.01768628
p_3592,34.170769,-118.467766,1250,158971.43031192
p_3592,34.170372,-118.467812,1251,159015.67148404
p_3592,34.170029,-118.467888,1252,159054.35879756
p_3592,34.169662,-118.467987,1253,159096.07920838
p_3592,34.169273,-118.468147,1254,159141.68127385
p_3592,34.169033,-118.468262,1255,159170.33722013
p_3592,34.168434,-118.468605,1256,159243.92392085
p_3592,34.167591,-118.469124,1257,159348.96707376
p_3592,34.167183,-118.469315,1258,159397.5303115
p_3592,34.166916,-118.469421,1259,159428.71836107
p_3592,34.166618,-118.469513,1260,159462.84519863
p_3592,34.166332,-118.469582,1261,159495.20150299
p_3592,34.166126,-118.469627,1262,159518.42578308
p_3592,34.16584,-118.469658,1263,159550.27895008
p_3592,34.165096,-118.469673,1264,159632.81902008
p_3592,34.163055,-118.469643,1265,159859.23456417
p_3592,34.162788,-118.469635,1266,159888.86081284
p_3592,34.159164,-118.469521,1267,160290.99150713
p_3592,34.158726,-118.469505,1268,160339.59916776
p_3592,34.158508,-118.469475,1269,160363.93859552
p_3592,34.158218,-118.469421,1270,160396.49003792
p_3592,34.157188,-118.469147,1271,160513.50348035
p_3592,34.155682,-118.468613,1272,160687.66343143
p_3592,34.155361,-118.468498,1273,160724.81609579
p_3592,34.155151,-118.468445,1274,160748.61759395
p_3592,34.154785,-118.468353,1275,160790.09318925
p_3592,34.154327,-118.468254,1276,160841.71069558
p_3592,34.154007,-118.468193,1277,160877.64972218
p_3592,34.153133,-118.468109,1278,160974.90729346
p_3592,34.152557,-118.46814,1279,161038.86410378
p_3592,34.151947,-118.468193,1280,161106.70473493
p_3592,34.151421,-118.468307,1281,161165.99093278
p_3592,34.150959,-118.468437,1282,161218.62196493
p_3592,34.150135,-118.468758,1283,161314.69861065
p_3592,34.148556,-118.469566,1284,161505.04148181
p_3592,34.148083,-118.469818,1285,161562.42581683
p_3592,34.146904,-118.470314,1286,161700.97560311
p_3592,34.146664,-118.470436,1287,161729.87764645
p_3592,34.14642,-118.470558,1288,161759.18890747
p_3592,34.146164,-118.47068,1289,161789.73357778
p_3592,34.145905,-118.470795,1290,161820.35835295
p_3592,34.14566,-118.470894,1291,161849.02774729
p_3592,34.145405,-118.470985,1292,161878.53245152
p_3592,34.145145,-118.471077,1293,161908.59518971
p_3592,34.144886,-118.471161,1294,161938.3509675
p_3592,34.144627,-118.47123,1295,161967.77689861
p_3592,34.144363,-118.471298,1296,161997.72512337
p_3592,34.144093,-118.471359,1297,162028.19869404
p_3592,34.143829,-118.471413,1298,162057.90337471
p_3592,34.143551,-118.471458,1299,162089.01855678
p_3592,34.143288,-118.471489,1300,162118.33159386
p_3592,34.143021,-118.471542,1301,162148.34923794
p_3592,34.142757,-118.471535,1302,162177.64054568
p_3592,34.142483,-118.471542,1303,162208.04084219
p_3592,34.142193,-118.47155,1304,162240.21754131
p_3592,34.141953,-118.471542,1305,162266.84975343
p_3592,34.141682,-118.471535,1306,162296.91734712
p_3592,34.141415,-118.471512,1307,162326.61018022
p_3592,34.141144,-118.471481,1308,162356.80650634
p_3592,34.139973,-118.471336,1309,162487.38625358
p_3592,34.139709,-118.471306,1310,162516.80086389
p_3592,34.139446,-118.471283,1311,162546.05114237
p_3592,34.139194,-118.471268,1312,162574.03843498
p_3592,34.138931,-118.471268,1313,162603.21168376
p_3592,34.138672,-118.471275,1314,162631.94848553
p_3592,34.138409,-118.471291,1315,162661.15903405
p_3592,34.138157,-118.471313,1316,162689.18565908
p_3592,34.137901,-118.471344,1317,162717.72601744
p_3592,34.137646,-118.47139,1318,162746.32829934
p_3592,34.137386,-118.471443,1319,162775.58013438
p_3592,34.137131,-118.471497,1320,162804.30114737
p_3592,34.136879,-118.471558,1321,162832.81483429
p_3592,34.136631,-118.471634,1322,162861.20329791
p_3592,34.129002,-118.474121,1323,163737.99093773
p_3592,34.128746,-118.474213,1324,163767.62867613
p_3592,34.128513,-118.474304,1325,163794.80315565
p_3592,34.128258,-118.474419,1326,163825.0127776
p_3592,34.128017,-118.474541,1327,163854.01791134
p_3592,34.127777,-118.474663,1328,163882.92085378
p_3592,34.127548,-118.4748,1329,163911.29270399
p_3592,34.127316,-118.474953,1330,163940.64339927
p_3592,34.12709,-118.475098,1331,163969.05757806
p_3592,34.126869,-118.475258,1332,163997.67221519
p_3592,34.126671,-118.47541,1333,164023.72950252
p_3592,34.126469,-118.475571,1334,164050.61149533
p_3592,34.123753,-118.477814,1335,164416.09494255
p_3592,34.123543,-118.477966,1336,164443.28387227
p_3592,34.121384,-118.479675,1337,164730.00656114
p_3592,34.1199,-118.480881,1338,164928.69107968
p_3592,34.119671,-118.481056,1339,164958.78918405
p_3592,34.119442,-118.481209,1340,164987.84915253
p_3592,34.119194,-118.481354,1341,165018.43846311
p_3592,34.118954,-118.481483,1342,165047.59936805
p_3592,34.118698,-118.481598,1343,165077.91325215
p_3592,34.118454,-118.481689,1344,165106.25098733
p_3592,34.118183,-118.481773,1345,165137.29437478
p_3592,34.117924,-118.481834,1346,165166.56982424
p_3592,34.117641,-118.48188,1347,165198.24702395
p_3592,34.117374,-118.481911,1348,165228.00163605
p_3592,34.114292,-118.482124,1349,165570.43520946
p_3592,34.112774,-118.482231,1350,165739.1076472
p_3592,34.112514,-118.482246,1351,165767.98118293
p_3592,34.112247,-118.482246,1352,165797.5980024
p_3592,34.111988,-118.482231,1353,165826.36073964
p_3592,34.111721,-118.482193,1354,165856.18435406
p_3592,34.111446,-118.482147,1355,165886.98239887
p_3592,34.111179,-118.482079,1356,165917.25645137
p_3592,34.110901,-118.481979,1357,165949.44412941
p_3592,34.110626,-118.481865,1358,165981.71080975
p_3592,34.110382,-118.481735,1359,166011.31504524
p_3592,34.110153,-118.481606,1360,166039.36693006
p_3592,34.109932,-118.481461,1361,166067.29423578
p_3592,34.109707,-118.4813,1362,166096.3384348
p_3592,34.105679,-118.478333,1363,166620.33962338
p_3592,34.105457,-118.478172,1364,166649.09873984
p_3592,34.105228,-118.47802,1365,166678.11509232
p_3592,34.105003,-118.477898,1366,166705.49429933
p_3592,34.104767,-118.477783,1367,166733.74127347
p_3592,34.104527,-118.477684,1368,166761.88674157
p_3592,34.104282,-118.4776,1369,166790.14686189
p_3592,34.104034,-118.477539,1370,166818.22600134
p_3592,34.103794,-118.477486,1371,166845.29328277
p_3592,34.103546,-118.477448,1372,166873.02506039
p_3592,34.103287,-118.477425,1373,166901.83272316
p_3592,34.103031,-118.477425,1374,166930.22933133
p_3592,34.102783,-118.477432,1375,166957.74612629
p_3592,34.102524,-118.477463,1376,166986.61755734
p_3592,34.10228,-118.477501,1377,167013.90925763
p_3592,34.102032,-118.477554,1378,167041.8497989
p_3592,34.101772,-118.477631,1379,167071.55241886
p_3592,34.100914,-118.477898,1380,167169.86263042
p_3592,34.100658,-118.477974,1381,167199.11238371
p_3592,34.100391,-118.478043,1382,167229.40581028
p_3592,34.100132,-118.478096,1383,167258.54847392
p_3592,34.099865,-118.478134,1384,167288.37208897
p_3592,34.099606,-118.478157,1385,167317.17974131
p_3592,34.099331,-118.478157,1386,167347.68389188
p_3592,34.099045,-118.478149,1387,167379.41679495
p_3592,34.098778,-118.478111,1388,167409.24041006
p_3592,34.098507,-118.478065,1389,167439.59907954
p_3592,34.098259,-118.478004,1390,167467.67827026
p_3592,34.098,-118.477913,1391,167497.60971237
p_3592,34.097755,-118.477814,1392,167526.28054613
p_3592,34.097496,-118.477699,1393,167556.90720283
p_3592,34.097214,-118.477554,1394,167590.92946147
p_3592,34.096916,-118.477379,1395,167627.71868341
p_3592,34.096329,-118.477028,1396,167700.44257664
p_3592,34.095966,-118.476814,1397,167745.29000886
p_3592,34.095753,-118.476685,1398,167771.7463544
p_3592,34.095638,-118.476646,1399,167785.00060018
p_3592,34.095436,-118.47657,1400,167808.47923525
p_3592,34.095222,-118.476517,1401,167832.71561884
p_3592,34.094948,-118.476456,1402,167863.62572421
p_3592,34.094677,-118.476395,1403,167894.20868418
p_3592,34.094261,-118.476326,1404,167940.79036114
p_3592,34.092716,-118.476112,1405,168113.30217111
p_3592,34.08868,-118.475441,1406,168565.25391486
p_3592,34.08852,-118.475418,1407,168583.12823609
p_3592,34.085583,-118.474998,1408,168911.20976579
p_3592,34.084404,-118.474846,1409,169042.73932453
p_3592,34.084057,-118.474792,1410,169081.55123952
p_3592,34.083729,-118.474724,1411,169118.47160728
p_3592,34.083412,-118.47464,1412,169154.47900049
p_3592,34.083099,-118.474548,1413,169190.22141331
p_3592,34.082783,-118.474449,1414,169226.44471199
p_3592,34.082462,-118.474319,1415,169264.01848814
p_3592,34.082153,-118.47419,1416,169300.30297884
p_3592,34.081848,-118.474037,1417,169336.96358096
p_3592,34.081543,-118.473877,1418,169373.8778778
p_3592,34.081253,-118.473709,1419,169409.58789841
p_3592,34.080959,-118.473518,1420,169446.65929629
p_3592,34.080673,-118.47332,1421,169483.27071742
p_3592,34.080383,-118.473106,1422,169521.01860617
p_3592,34.080112,-118.472893,1423,169556.93682778
p_3592,34.079842,-118.472656,1424,169594.02414473
p_3592,34.079586,-118.47242,1425,169629.81290159
p_3592,34.079361,-118.472198,1426,169662.10449931
p_3592,34.078278,-118.471123,1427,169817.91304868
p_3592,34.07798,-118.47084,1428,169860.04326942
p_3592,34.077675,-118.470558,1429,169902.72912582
p_3592,34.077358,-118.470291,1430,169945.66823771
p_3592,34.077042,-118.470032,1431,169988.09621417
p_3592,34.075771,-118.46904,1432,170156.20453147
p_3592,34.07539,-118.46875,1433,170206.23041914
p_3592,34.075233,-118.468628,1434,170226.96910397
p_3592,34.075127,-118.468544,1435,170241.05331652
p_3592,34.07431,-118.467903,1436,170349.2824206
p_3592,34.072498,-118.466492,1437,170588.78535467
p_3592,34.070961,-118.465233,1438,170795.1165655
p_3592,34.070656,-118.464973,1439,170836.59655744
p_3592,34.070328,-118.464691,1440,170881.33279771
p_3592,34.068813,-118.463341,1441,171090.54595051
p_3592,34.06707,-118.4618,1442,171330.57885161
p_3592,34.066936,-118.461678,1443,171349.22733733
p_3592,34.064964,-118.45993,1444,171621.04712625
p_3592,34.064224,-118.459282,1445,171722.61543129
p_3592,34.06356,-118.45871,1446,171813.24166215
p_3592,34.062763,-118.458046,1447,171920.81992135
p_3592,34.061584,-118.457016,1448,172082.51292248
p_3592,34.061005,-118.456512,1449,172161.82061591
p_3592,34.060677,-118.45623,1450,172206.55852703
p_3592,34.059723,-118.455513,1451,172331.37684654
p_3592,34.058205,-118.45433,1452,172532.07683181
p_3592,34.057236,-118.453537,1453,172662.12648884
p_3592,34.057011,-118.453362,1454,172691.85733092
p_3592,34.056797,-118.453194,1455,172720.21298583
p_3592,34.056576,-118.453011,1456,172749.98523508
p_3592,34.056362,-118.452835,1457,172778.75158044
p_3592,34.056141,-118.452644,1458,172808.94913902
p_3592,34.055828,-118.452377,1459,172851.52918017
p_3592,34.055523,-118.45211,1460,172893.3888651
p_3592,34.054718,-118.451408,1461,173003.72434764
p_3592,34.054035,-118.450821,1462,173096.87372873
p_3592,34.053829,-118.450645,1463,173124.91256747
p_3592,34.053619,-118.450485,1464,173152.49563263
p_3592,34.053398,-118.450325,1465,173181.11659989
p_3592,34.053181,-118.450188,1466,173208.30804826
p_3592,34.05291,-118.450043,1467,173241.21460283
p_3592,34.051758,-118.449577,1468,173376.04712711
p_3592,34.050491,-118.44915,1469,173522.01201406
p_3592,34.050049,-118.448982,1470,173573.43536181
p_3592,34.049843,-118.448891,1471,173597.78134035
p_3592,34.049587,-118.448769,1472,173628.33030789
p_3592,34.049328,-118.448631,1473,173659.75822501
p_3592,34.049164,-118.44854,1474,173679.79628804
p_3592,34.048981,-118.448433,1475,173702.37176011
p_3592,34.04879,-118.448303,1476,173726.7220478
p_3592,34.048553,-118.448143,1477,173756.87743048
p_3592,34.048321,-118.447975,1478,173786.92515448
p_3592,34.048103,-118.447807,1479,173815.65409347
p_3592,34.047886,-118.447624,1480,173845.06305196
p_3592,34.04707,-118.44693,1481,173955.96315368
p_3592,34.04681,-118.446701,1482,173991.72397938
p_3592,34.04401,-118.444313,1483,174372.62046768
p_3592,34.042366,-118.442863,1484,174598.85239835
p_3592,34.039555,-118.440437,1485,174982.78768054
p_3592,34.039337,-118.440254,1486,175012.28843877
p_3592,34.039108,-118.440071,1487,175042.79736582
p_3592,34.038975,-118.439964,1488,175060.55325076
p_3592,34.038837,-118.439865,1489,175078.38274351
p_3592,34.038593,-118.439697,1490,175109.57887457
p_3592,34.038361,-118.439537,1491,175139.25284175
p_3592,34.038128,-118.4394,1492,175168.02812338
p_3592,34.037907,-118.43927,1493,175195.32369507
p_3592,34.037674,-118.43914,1494,175223.82072566
p_3592,34.037418,-118.439011,1495,175254.61447792
p_3592,34.037159,-118.438881,1496,175285.75085779
p_3592,34.036896,-118.438751,1497,175317.29710254
p_3592,34.035751,-118.438225,1498,175453.27560499
p_3592,34.035412,-118.438065,1499,175493.6772267
p_3592,34.035263,-118.437988,1500,175511.66947671
p_3592,34.03503,-118.437851,1501,175540.44494883
p_3592,34.034836,-118.437729,1502,175564.73487102
p_3592,34.034412,-118.437401,1503,175620.67615425
p_3592,34.034019,-118.437065,1504,175674.18424478
p_3592,34.033581,-118.436592,1505,175739.51749893
p_3592,34.03294,-118.435768,1506,175843.66138724
p_3592,34.032318,-118.434853,1507,175952.7503024
p_3592,34.031887,-118.434303,1508,176022.50318517
p_3592,34.031376,-118.433769,1509,176097.63503275
p_3592,34.029224,-118.432022,1510,176385.75109598
p_3592,34.02832,-118.431328,1511,176504.75909022
p_3592,34.026894,-118.430199,1512,176694.20990975
p_3592,34.026684,-118.430031,1513,176722.19812813
p_3592,34.025623,-118.429199,1514,176862.75136019
p_3592,34.022751,-118.426949,1515,177243.10743967
p_3592,34.020042,-118.424843,1516,177601.05944889
p_3592,34.019794,-118.424652,1517,177633.73902093
p_3592,34.01239,-118.418785,1518,178617.69197308
p_3592,34.011841,-118.418343,1519,178691.0086367
p_3592,34.011787,-118.418297,1520,178698.35253884
p_3592,34.009701,-118.416656,1521,178974.96888196
p_3592,34.00906,-118.416145,1522,179060.31270111
p_3592,34.008347,-118.415588,1523,179154.66467528
p_3592,34.008114,-118.41539,1524,179186.32697231
p_3592,34.007851,-118.415199,1525,179220.42018696
p_3592,34.006058,-118.413826,1526,179456.3051747
p_3592,34.005749,-118.413582,1527,179497.32767422
p_3592,34.005695,-118.413551,1528,179503.96686563
p_3592,34.003265,-118.41156,1529,179830.28319496
p_3592,34.002811,-118.411201,1530,179890.58180147
p_3592,34.001804,-118.410393,1531,180024.92650826
p_3592,34.001465,-118.410126,1532,180069.89747236
p_3592,34.000126,-118.409081,1533,180247.04121953
p_3592,33.999981,-118.408966,1534,180266.31714866
p_3592,33.996994,-118.406616,1535,180662.43864155
p_3592,33.994804,-118.404839,1536,180955.6343188
p_3592,33.994125,-118.40432,1537,181044.91934212
p_3592,33.993893,-118.404129,1538,181076.12261616
p_3592,33.993759,-118.404015,1539,181094.33970689
p_3592,33.993477,-118.403786,1540,181132.10333507
p_3592,33.992031,-118.402664,1541,181323.08091408
p_3592,33.991829,-118.402504,1542,181349.92449717
p_3592,33.991493,-118.402245,1543,181394.21544513
p_3592,33.990582,-118.401474,1544,181517.85088137
p_3592,33.990204,-118.401199,1545,181566.87748639
p_3592,33.989677,-118.400772,1546,181637.40152232
p_3592,33.989361,-118.40052,1547,181679.48166184
p_3592,33.987865,-118.399315,1548,181879.31211675
p_3592,33.987518,-118.399055,1549,181924.6840061
p_3592,33.985382,-118.397369,1550,182208.24139808
p_3592,33.982552,-118.395134,1551,182583.99291434
p_3592,33.982243,-118.39489,1552,182625.01871573
p_3592,33.981743,-118.394516,1553,182690.36597374
p_3592,33.980873,-118.393829,1554,182805.87643547
p_3592,33.980633,-118.393654,1555,182837.02436849
p_3592,33.979836,-118.393044,1556,182941.87065653
p_3592,33.979473,-118.392754,1557,182990.23776183
p_3592,33.97916,-118.392502,1558,183032.04262471
p_3592,33.978909,-118.39225,1559,183068.33883028
p_3592,33.978714,-118.392014,1560,183099.05440232
p_3592,33.978554,-118.391823,1561,183124.08426086
p_3592,33.978428,-118.391655,1562,183144.97313778
p_3592,33.978157,-118.391251,1563,183192.9037541
p_3592,33.977955,-118.390938,1564,183229.49104729
p_3592,33.977589,-118.390373,1565,183295.62833453
p_3592,33.977409,-118.390129,1566,183325.7455063
p_3592,33.977177,-118.389915,1567,183358.20021336
p_3592,33.976959,-118.389801,1568,183384.5763402
p_3592,33.976318,-118.389626,1569,183457.49324566
p_3592,33.976086,-118.389572,1570,183483.70650721
p_3592,33.975967,-118.389557,1571,183496.97880355
p_3592,33.975845,-118.389542,1572,183510.58209023
p_3592,33.975056,-118.389519,1573,183598.12530881
p_3592,33.975052,-118.389717,1574,183616.42822049
p_3592,33.97506,-118.39064,1575,183701.72891022
p_3592,33.97506,-118.391571,1576,183787.76427439
p_3592,33.975056,-118.391739,1577,183803.29579194
p_3592,33.975037,-118.392784,1578,183899.88910805
p_3592,33.975014,-118.394043,1579,184016.26354959
p_3592,33.974682,-118.394135,1580,184054.05829325
p_3592,33.974609,-118.39415,1581,184062.27338813
p_3592,33.973961,-118.394325,1582,184135.94768269
p_3592,33.973171,-118.394524,1583,184225.48494971
p_3592,33.97303,-118.394562,1584,184241.51434323
p_3592,33.972645,-118.394661,1585,184285.18830914
p_3592,33.972561,-118.394684,1586,184294.74511579
p_3592,33.972424,-118.394714,1587,184310.1922483
p_3592,33.972355,-118.394737,1588,184318.13552586
p_3592,33.972023,-118.394821,1589,184355.77089401
p_3592,33.971684,-118.394905,1590,184394.16635684
p_3592,33.971638,-118.39492,1591,184399.45371798
p_3592,33.970959,-118.395126,1592,184477.13849582
p_3592,33.970551,-118.395226,1593,184523.32858339
p_3592,33.969948,-118.39537,1594,184591.52553577
p_3592,33.969402,-118.395531,1595,184653.88985078
p_3592,33.968052,-118.395874,1596,184806.95280146
p_3592,33.967716,-118.395927,1597,184844.54302957
p_3592,33.966976,-118.396042,1598,184927.31039636
p_3592,33.966614,-118.396088,1599,184967.68851612
p_3592,33.966209,-118.396118,1600,185012.69731792
p_3592,33.96413,-118.396156,1601,185243.3303929
p_3592,33.96349,-118.396172,1602,185314.33570221
p_3592,33.962868,-118.396179,1603,185383.3320461
p_3592,33.962223,-118.396194,1604,185454.8899801
p_3592,33.961727,-118.39621,1605,185509.92701404
p_3592,33.959805,-118.39621,1606,185723.11847825
p_3592,33.959698,-118.396271,1607,185736.25821092
p_3592,33.959633,-118.396301,1608,185743.9829428
p_3592,33.958515,-118.396301,1609,185867.99334413
p_3592,33.95805,-118.396294,1610,185919.57596127
p_3592,33.956303,-118.396294,1611,186113.35601872
p_3592,33.955917,-118.396301,1612,186156.17664241
p_3592,33.954601,-118.396301,1613,186302.14943922
p_3592,33.953384,-118.396294,1614,186437.14252267
p_3592,33.952946,-118.396294,1615,186485.72615733
p_3592,33.952541,-118.3964,1616,186531.70550725
p_3592,33.952362,-118.396431,1617,186551.76617518
p_3592,33.952198,-118.396439,1618,186569.97232957
p_3592,33.951885,-118.396439,1619,186604.69076534
p_3592,33.951702,-118.396446,1620,186624.9997132
p_3592,33.951294,-118.396332,1621,186671.46636374
p_3592,33.950905,-118.396317,1622,186714.63710114
p_3592,33.950184,-118.396507,1623,186796.5173352
p_3592,33.949989,-118.396576,1624,186819.06785353
p_3592,33.94978,-118.396698,1625,186844.84799677
p_3592,33.949608,-118.396835,1626,186867.74712749
p_3592,33.94944,-118.397041,1627,186894.39057781
p_3592,33.949326,-118.397247,1628,186917.24918267
p_3592,33.949219,-118.397522,1629,186945.30423882
p_3592,33.949104,-118.397934,1630,186985.46885737
p_3592,33.949024,-118.398293,1631,187019.82068726
p_3592,33.94899,-118.398445,1632,187034.36888157
p_3592,33.948925,-118.39872,1633,187060.79254377
p_3592,33.948845,-118.399048,1634,187092.38473192
p_3592,33.948807,-118.399155,1635,187103.13648224
p_3592,33.94875,-118.399277,1636,187116.06555482
p_3592,33.948696,-118.399361,1637,187125.87229508
